"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","625913000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","733072000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","799538000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","736029000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","674374000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","796426000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","832970000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","396063000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","359535000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","474093000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","514758000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","442424000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","415558000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","519870000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","592102000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","445423000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","430240000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","541814000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","607300000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","473154000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","470594000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","578417000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","618943000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","471939000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","380951000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","531464000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","620733000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","500196000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","471844000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","603067000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","714774000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","470167000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","351124000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","479837000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","589923000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","538048000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","465074000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","513020000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","543779000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","531489000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","541447000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","553362000000",""
"Ukraine","Imports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","591949000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","828591000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","841125000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","908753000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","1048647000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","882966000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","913845000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","980154000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","1155438000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","939105000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","991797000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","1055245000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","1225682000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","979720000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","1054335000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","1118022000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","1282134000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","1033866000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","978665000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","1130369000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","1343660000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","1079737000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","1110544000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","1187857000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","1356133000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","1005033000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","871940000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","992887000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","1131966000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","926777000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","1006000000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","1126223000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","1190490000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","985545000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","1018422000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","1129668000000",""
"Ukraine","Final consumption expenditure","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","1206360000000",""
"Ukraine","Exports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","546216000000",""
"Ukraine","Exports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","563736000000",""
"Ukraine","Exports of goods and services","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","629007000000",""
